"","...1","laufnummer","site","location_old","order","family","size","ecomorphology","area_pool","human_influence","location","method"
"265",265,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"266",266,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"267",267,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"268",268,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"269",269,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"270",270,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"271",271,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"272",272,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"273",273,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"274",274,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"275",275,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"276",276,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"277",277,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"278",278,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"279",279,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"280",280,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"281",281,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"282",282,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"283",283,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"284",284,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"285",285,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"286",286,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"287",287,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"288",288,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"289",289,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"290",290,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"291",291,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"292",292,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"293",293,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"294",294,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"295",295,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"296",296,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"297",297,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"298",298,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"299",299,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"300",300,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"301",301,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"302",302,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"303",303,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"304",304,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"305",305,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"306",306,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"307",307,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"308",308,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"309",309,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"310",310,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"311",311,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"312",312,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"313",313,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"314",314,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"315",315,97,"Tegel","Control","Coleoptera","Elmidae",1,2,728,191108.434590873,"Control","kick_net"
"316",316,97,"Tegel","Control","Coleoptera","Elmidae",1,2,728,191108.434590873,"Control","kick_net"
"317",317,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"318",318,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"319",319,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"320",320,97,"Tegel","Control","Coleoptera","Elmidae",2,2,728,191108.434590873,"Control","kick_net"
"321",321,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"322",322,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"323",323,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"324",324,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"325",325,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"326",326,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"327",327,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"328",328,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"329",329,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"330",330,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"331",331,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"332",332,97,"Tegel","Control","Coleoptera","Elmidae",3,2,728,191108.434590873,"Control","kick_net"
"333",333,97,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"Control","kick_net"
"334",334,97,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"Control","kick_net"
"335",335,97,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"Control","kick_net"
"336",336,97,"Tegel","Control","Coleoptera","Elmidae",4,2,728,191108.434590873,"Control","kick_net"
"337",337,97,"Tegel","Control","Coleoptera","Curculionidae",3,2,728,191108.434590873,"Control","kick_net"
"338",338,98,"Tegel","Inflow","Ephemeroptera","Ephemeridae",7,2,728,191108.434590873,"beaver","kick_net"
"339",339,98,"Tegel","Inflow","Ephemeroptera","Ephemeridae",11,2,728,191108.434590873,"beaver","kick_net"
"340",340,98,"Tegel","Inflow","Ephemeroptera","Ephemeridae",12,2,728,191108.434590873,"beaver","kick_net"
"341",341,98,"Tegel","Inflow","Ephemeroptera","Ephemeridae",17,2,728,191108.434590873,"beaver","kick_net"
"342",342,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",4,2,728,191108.434590873,"beaver","kick_net"
"343",343,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",5,2,728,191108.434590873,"beaver","kick_net"
"344",344,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",6,2,728,191108.434590873,"beaver","kick_net"
"345",345,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",6,2,728,191108.434590873,"beaver","kick_net"
"346",346,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",7,2,728,191108.434590873,"beaver","kick_net"
"347",347,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",7,2,728,191108.434590873,"beaver","kick_net"
"348",348,98,"Tegel","Inflow","Ephemeroptera","Ephemerellidae",8,2,728,191108.434590873,"beaver","kick_net"
"349",349,98,"Tegel","Inflow","Ephemeroptera","Baetidae",2,2,728,191108.434590873,"beaver","kick_net"
"350",350,98,"Tegel","Inflow","Ephemeroptera","Baetidae",3,2,728,191108.434590873,"beaver","kick_net"
"351",351,98,"Tegel","Inflow","Ephemeroptera","Baetidae",3,2,728,191108.434590873,"beaver","kick_net"
"352",352,98,"Tegel","Inflow","Ephemeroptera","Baetidae",3,2,728,191108.434590873,"beaver","kick_net"
"353",353,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"354",354,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"355",355,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"356",356,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"357",357,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"358",358,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"359",359,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"360",360,98,"Tegel","Inflow","Ephemeroptera","Baetidae",4,2,728,191108.434590873,"beaver","kick_net"
"361",361,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"362",362,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"363",363,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"364",364,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"365",365,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"366",366,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"367",367,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"368",368,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"369",369,98,"Tegel","Inflow","Ephemeroptera","Baetidae",5,2,728,191108.434590873,"beaver","kick_net"
"370",370,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"371",371,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"372",372,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"373",373,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"374",374,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"375",375,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"376",376,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"377",377,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"378",378,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"379",379,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"380",380,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"381",381,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"382",382,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"383",383,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"384",384,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"385",385,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"386",386,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"387",387,98,"Tegel","Inflow","Ephemeroptera","Baetidae",6,2,728,191108.434590873,"beaver","kick_net"
"388",388,98,"Tegel","Inflow","Ephemeroptera","Baetidae",7,2,728,191108.434590873,"beaver","kick_net"
"389",389,98,"Tegel","Inflow","Ephemeroptera","Baetidae",7,2,728,191108.434590873,"beaver","kick_net"
"390",390,98,"Tegel","Inflow","Ephemeroptera","Baetidae",7,2,728,191108.434590873,"beaver","kick_net"
"391",391,98,"Tegel","Inflow","Amphipoda","Gammaridae",2,2,728,191108.434590873,"beaver","kick_net"
"392",392,98,"Tegel","Inflow","Amphipoda","Gammaridae",2,2,728,191108.434590873,"beaver","kick_net"
"393",393,98,"Tegel","Inflow","Amphipoda","Gammaridae",2,2,728,191108.434590873,"beaver","kick_net"
"394",394,98,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"beaver","kick_net"
"395",395,98,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"beaver","kick_net"
"396",396,98,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"beaver","kick_net"
"397",397,98,"Tegel","Inflow","Amphipoda","Gammaridae",3,2,728,191108.434590873,"beaver","kick_net"
"398",398,98,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"beaver","kick_net"
"399",399,98,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"beaver","kick_net"
"400",400,98,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"beaver","kick_net"
"401",401,98,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"beaver","kick_net"
"402",402,98,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"beaver","kick_net"
"403",403,98,"Tegel","Inflow","Amphipoda","Gammaridae",4,2,728,191108.434590873,"beaver","kick_net"
"404",404,98,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"beaver","kick_net"
"405",405,98,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"beaver","kick_net"
"406",406,98,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"beaver","kick_net"
"407",407,98,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"beaver","kick_net"
"408",408,98,"Tegel","Inflow","Amphipoda","Gammaridae",5,2,728,191108.434590873,"beaver","kick_net"
"409",409,98,"Tegel","Inflow","Amphipoda","Gammaridae",7,2,728,191108.434590873,"beaver","kick_net"
"410",410,98,"Tegel","Inflow","Amphipoda","Gammaridae",7,2,728,191108.434590873,"beaver","kick_net"
"411",411,98,"Tegel","Inflow","Amphipoda","Gammaridae",8,2,728,191108.434590873,"beaver","kick_net"
"412",412,98,"Tegel","Inflow","Amphipoda","Gammaridae",10,2,728,191108.434590873,"beaver","kick_net"
"413",413,98,"Tegel","Inflow","Ephemeroptera","Caenidae",4,2,728,191108.434590873,"beaver","kick_net"
"414",414,98,"Tegel","Inflow","Ephemeroptera","Caenidae",4,2,728,191108.434590873,"beaver","kick_net"
"415",415,98,"Tegel","Inflow","Ephemeroptera","Caenidae",4,2,728,191108.434590873,"beaver","kick_net"
"416",416,98,"Tegel","Inflow","Diptera","Limoniidae",7,2,728,191108.434590873,"beaver","kick_net"
"417",417,98,"Tegel","Inflow","Diptera","Chironomidae",1,2,728,191108.434590873,"beaver","kick_net"
"418",418,98,"Tegel","Inflow","Diptera","Chironomidae",1,2,728,191108.434590873,"beaver","kick_net"
"419",419,98,"Tegel","Inflow","Diptera","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"420",420,98,"Tegel","Inflow","Diptera","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"421",421,98,"Tegel","Inflow","Diptera","Chironomidae",2,2,728,191108.434590873,"beaver","kick_net"
"422",422,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"423",423,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"424",424,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"425",425,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"426",426,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"427",427,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"428",428,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"429",429,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"430",430,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"431",431,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"432",432,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"433",433,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"434",434,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"435",435,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"436",436,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"437",437,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"438",438,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"439",439,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"440",440,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"441",441,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"442",442,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"443",443,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
"444",444,98,"Tegel","Inflow","Diptera","Chironomidae",3,2,728,191108.434590873,"beaver","kick_net"
